Author,Comment,Published
@taufan9727,Dibawa joget aja. Sama dungu nya dgn pemimpin nya😂,2024-10-19T01:05:21Z
@nurhannrl,"saya termasuk korban zonasi ini, padahal  sekolah yang saya mau ini lumayan deket dari rumah tapi kalah sama mereka yang pindah kk karna ini memang sma fav, padahal nilai nem saya waktu itu paling tinggi se-sekolah saya. akhirnya saya sekolah di sekolah yang jauh dari rumah dan bukan sekolah favorit dan apa dampaknya? ya saya tidak lolos snmptn, saya sadar mungkin kemampuan saya yang kurang tapi jikalau saya sekolah di sma fav mungkin bisa lolos karna memang sudah banyak alumni yang lolos snm di kampus yang saya tuju ini. Dan pada akhirnya, lagi lagi saya harus kuliah di kampus swasta di kota saya yang berakreditasi b. Mungkin kalau saja dari awal tidak ada sistem zonasi ini, saya bisa sekolah di SMA favorit saya dan kuliah di kampus impian saya dan punya masa depan yang jauh lebih baik.",2024-10-19T00:54:40Z
@ronnydoank497,"balik ke CBSA aja...jauh lebih joss dibanding sistem pendidikan zaman now, trus guru diberi perlindungan untuk mendidik anak.",2024-10-19T00:54:24Z
@mpiemimoratimoffin9087,"Lu aja podcast nyambi ngerokok, hal baik apa yg ingin lu bagikan?",2024-10-19T00:49:13Z
@arjunnajah1693,Sebegitu dilematis nya pendidikan ya.. sampe saya yang lajang kepala 3 kepikiran kalo punya anak harus sekolah dimana dengan biaya yg tidak murah tapi hasilnya menggemaskan,2024-10-19T00:43:43Z
@diaska7175,Anehnya banyak sekolah yg sengaja meNGATROL nilai siswa(i)nya supaya lululan sekolah tsb bisa masuk ke sekolah favorit...andai ada sekolah yg nilai rata2 nya jelek sekolah tsb akan diberi sanksi oleh depdikbud...<br>Sudahlah....akhiri polemik ini...kembalikan ke KURIKULUM 13...<br>Kurikulum MERDEKA adlah KEGAGALAN SISTEM PENDIDIKAN YG NYATA,2024-10-19T00:37:51Z
@thedyav9583,"seharus nya yg jd mentri pendidik itu berasal dr seorang guru, bukan dr tukang ojek ...tukang ojek ini mgkin bsa kalo jd mentri perhubungan ...",2024-10-19T00:33:34Z
@ayalapaska260,"sebagai seorang guru SD yang baru lulus kuliah, pas masa kkn miris juga sama siswa yang belum bisa baca di kelas 6 SD. Bahkan dari beberapa guru yang udah senior mereka hanya membiarkan siswa-siswa tersebut. Mereka cuman bilang &#39;biarin saja nanti juga bisa sndiri karna malu gabisa baca&#39;. Kayak hah ini guru loh yang udah PNS dan mungkin sertifikasinya juga udah cair :&#39;)<br>Begitupun di SD yang ada di tengah kota, siswa-siswa SD tuh masih banyak yang belum bisa baca di kelas tinggi:(",2024-10-19T00:27:15Z
@plovestrawberry,"Itu gak bisa dibaca sejak kelas berapa kah?? Kalo SMP gak bs baca, berrt dr SD ngapain ya, dan SD berrt dia 6 tahun yg lalu, 6 tahun lalu berrt bukan kurikulum yang skrg dipake, kurmer baru dipake dua tahun belakangan, entah kurtilas seoertinya pada masa kurikukum itu,",2024-10-19T00:26:30Z
@tridutajaya9940,Sekolah sekarang mah yg penting bayarannnnnn terussssss lancarrrr terusss naikkkk terussss,2024-10-19T00:19:38Z
@belajarsaham3273,"Pemerintah dalam hal ini Departemen pendidikan mmg suka buat program baru yg aneh aneh...<br><br>Padahal banyak hal hal mendasar yg merypakan PR blm tuntas diselesaikan.<br><br>Contohnya dosen kontrak PPPK TIDAK DI IJINKAN sertifikasi dosen. 😂😂😂<br><br>Profesi dosen tapi dilarang uji kompetensi dosen..... juancuk.<br><br>Hari gini... dosen PPPK TIDAK BOLEH SERTIFIKASI DOSEN ?? <br><br>SEMUA PROFESI BERUSAHA SERTIFIKASI PROFESI... a3bagai JAMINAN MUTU KOMPETENSI. <br><br>Tapi khusus DOSEN hanya pegawai tetap yg di ijinkan sertifikasi profesi. <br><br>Omg...ya Tuhan Allah <br><br>Harusnya penentuan sertifikasi itu uji kompetensi bukan DISKRIMINASI pegawai tetap atau pegawai kontrak. <br><br>Pantesan saja dunia pendidikan indonesia tambah mundur.... <br><br>Tukang las, dokter, insinyur, tukang batu dan semua profesi selain dosen aja kalau mau ambil sertifikasi itu <b>YANG DILIHAT OTAKNYA , SKILLNYA</b> BUKAN diskriminasi pegawai tetap atau pegawai kontrak. <br><br>Biarpun pegawai kontrak tapi otaknya mampu dan dia punya biaya mandiri seharusnya bisa di ijinkan sertifikasi. <br><br>😂😂😂😂😂😂😂<br>Buat aturan kok yah menjegal teman seprofesi sendiri.... aneh aneh...ini departemen pendidikan <br><br>Bersainglah yg sehat.<br>Berkompetisi dan koperatif secara sehat...antar dosen. <br><br>Gak tau dah kalau cara berpikir orang &quot;departen (katanya) pendidikan tinggi&quot; <br><br>Apa mereka pura pura gak tau kalau  para pakar IT seperti cyber security (CEH,CND dsb) itu dan  profesional lainnya itu yg sertifikasi baik tingkat nasional dan Internasional itu ternyata orang orang freelancer..!? <br><br>kerja di OIL N gas shakalin russia.. sertifikasi TOP KELAS INTERNASIONAL..saja outsorcing..kok , <br><br>Semuanya tidak ada yg mensyaratkan kamu pegawai tetap atau tidak !!! <br><br>Lain ceritanya kalau sertifikasi itu KEDINASAN macam taruna akmil, akpol dsb.<br>Baca lagi deh UU diknas tahun 50an...apa bedanya pendidikan kedinasan dan non kedinasan. <br><br>Percayalah ...syarat bahwa yg boleh sertifikasi dosen hanya boleh &quot;PEGAWAI TETAP&quot; adalah DISKRIMINASI DAN KEBODOHAN MUTLAK NAN HAKIKI....yang dilakukan oleh Departemen (katanya) Pendidikan Tinggi.",2024-10-19T00:12:15Z
@khodijaheva,"Jam pelajaran hak siswa menerima perhatian dan pengajaran dari guru. Mengajar di jam pelajaran kewajiban guru.<br>cgp, ppg, pmm, workshop, diklat,..,.. bagus tujuannya, tapi efektifkan di luar mengajar, bukan jam belajar. Tetapi praktiknya saat ini mengambil waktu jam mengajar. Program program untuk guru yang membabi buta.<br>Guru sebagai manusia, profesionalkan karakternya sebagai guru. Banyak karakter guru yang memiliki sifat bersaing tidak sehat dengan sesama guru, bersaing sehat saja tidak baik bagi karakter guru, apalagi bersaing tidak sehat. Sombong, tidak jujur, penggibah, mencari kesalahan rekannya (satu jarinya menunjuk kesalahan orang lain tapi selebihnya mengarah padanya),  bahkan ada guru toxic yang menyebarkan dan mempengaruhi rekan2nya pada rekan yang tidak disukainya (bulliy). Pemimpin atau Kepala Sekolah seharusnya memiliki jiwa, karakter yang terpuji, adil, mengarahkan baik. Kepala sekolah tidak sama tujuannya dan kinerjanya dengan pemimpin di perusahaan.<br>Yang paling utama beri kehidupan yang layak bagi para guru, mereka sebagai contoh baik, memanusiakan manusia, alat tujuan mencerdaskan/memajukan generasi bangsa. Karakter dan sosial  baik, cerdas, harus dimiliki guru, berawal dari guru. Guru seperti keran yang menyalurkan. Semoga para pemerhati dan pemimpin negeri ini memahami.",2024-10-19T00:11:10Z
@reisychrov1668,"Gimana nih solusi memperbaiki sistem pendidikan Indonesia?<br>Yang saya lihat sih, ide sudah bagus, implementasi di lapangan yang ambyar<br><br>Barangkali yang harus diperbaiki adalah sistem di pendidikan dasar dulu, misalnya SMP, misalnya CPL (Capaian Pembelajaran Lulusan) udah ada, tapi apakah semua lulusan sudah memenuhi CPL itu? Jadi tidak ada UNAS tapi ada &#39;ujian kompetensi&#39; siswa, yang bila ada yang tidak memenuhi, bisa diulang di bulan berikutnya, kalau sudah mengikuti 3 kali (misalnya) masih belum memenuhi, berarti ulang lagi belajar di kelas.",2024-10-19T00:09:28Z
@ezel1950,Balik aja ke jaman dulu ktsp karena bener2 banyak kemunduran pendidikan sekarang dan mengenaskan bahkan akhlak moral siswa wow turun menajam kebawah<br>Kalo tdk siap jgn lah kualitas guru juga menurun sibuk tugas sendiri 😢,2024-10-19T00:09:26Z
@aralref5353,"Divideo ni gw ga liat lu nyinggung soal PERAN ORTU , di pendidikan anak2 mereka ,, gw umur 39 , menerapkan sistem belajar sore / malam , gw yg jd guru nya , w terapkan belajar keras baca tulis hitung n baca alquran , hasilnya anak gw pesantren smp kls 2 , yg kedua sdn negri kls 1 ud bisa calistung , bisa english little verbal , bisa ngetik ms word , w liat PERAN ORTU sangat penting , jaman now skrg nih ORTU DAH MALES NGAJARIN anak2 mereka utk meluangkan  waktu skedar membuka buku pelajaran td di sekolah , mendengar keluh kesah , mendengar cerita lucu , sharing ,, ORTU skrg itu males utk memPRESSURE otak anak2 mereka utk berkembang , ditambah jaman gadget medsos UNLIMITED , anak menjadi psikoSocial , hyperIntrovert , MadNess , cpt marah n setress ,,, coba deh buat SURVEY , PERAN ORTU DLM PENDIDIKAN ANAK",2024-10-19T00:08:59Z
@ipinweh,"Lhoh, itu beneran to? Beneran social experiment? Ane pikir itu cuma konten, miris bgt kalau emang beneran 😢, maklum saya tidak punya Sudara yg kasih sma",2024-10-19T00:07:37Z
@brothershoes5757,Konspirasi nihhh...<br>Emang sengaja di bikin tolol generasiny,2024-10-19T00:06:46Z
@Iras4926,Nadiem gak becus kerja! Pantesan bisanya cuma mo maksain ganti seragam.. payah! Rapornya 20/100..,2024-10-19T00:04:01Z
@asiuyugeming4283,Sekolah negri hanya mementingkan nilai sekolah mereka sedang kan sekolah swasta hanya mengganggap sekolah adalah bisnis,2024-10-18T23:58:35Z
@admtv123,😢😢😢😢😢😢😢,2024-10-18T23:52:37Z
@arielibrahim92,Kurikulum tik tok😂😂😂,2024-10-18T23:49:23Z
@aangbocil7372,"Aku adalah netizen yang paling males subscribe.... <br><br>Tapi dengan bangga dan senang hati gua subscribe lu bang, keren sih konten nya ... <br><br><a href=""http://www.youtube.com/results?search_query=%23salam_literasi"">#Salam_Literasi</a>",2024-10-18T23:48:56Z
@BeritaPedia99,"Jadi pengen pindah negara, sudah muak rasanya masalah bukan nya makin sedikit, malah makin banyak aja masalah bangsa ini",2024-10-18T23:47:10Z
@ninnazaskia5214,"Indahnya sekolah jaman tahu. 90 an, guru2 yg ngajarin detail bgt menerangkan trun sekolah juga semangat untuk belajar sekalian bermain waktu istirahat 😅",2024-10-18T23:16:50Z
,"Sy bukan orang pendidikan, tapi seorang teknokrat. Tapi senang dengan masalah pendidikan. Sejak jokowi mengangkat nadiem sebagai menteri, sy merasa ada salah dengan pengangkatan ini. Seseorang yang tidak pernah kelihatan mengurus pendidikan, tiba tiba mengurus pendidikan negara sebesar Indonesia. Kalau ngurus sebesar negara singapura mungkin ok ok saja. Dan terbuktilah. Memang perjalanan waktu yang membuktikan. Tetapi kita sudah tercuri sekian tahun untuk memperbaiki ini. Hanya bisa berharap, penerintah yang sekarang bisa sangat serius dengan pendidikan dan memilih orang yang paham pendidikan di indonesia. Terus terang sy lebih respek dengan kebijakan pendidikan orde baru. Tetapi hasilnya bisa dilihat sekarang. <br><br>Tanpa pendidikan yang bagus, mustahil suatu negara bisa maju.",2024-10-18T23:07:34Z
@Wildan-x5y,Dampak tidak kompetennya menteri2 yang dipilih karena adanya politik balas budi,2024-10-18T23:05:58Z
@adminsehat5428,"Jangan lagi ada uji coba  dalam kebijakan pemerintah, anda mempengaruhi nasib jutaan masyarakat Indonesia???",2024-10-18T23:01:36Z
@Nadia32523,"Setuju, kurikulum 1994 atau KBK dulu lebih baik dari sekarang.",2024-10-18T23:00:53Z
@capsuleman,Nadim sengaja di kirim untuk membuat rakyat semakin bodoh,2024-10-18T22:56:41Z
@ujangukardi9723,Mkasih bang ferr,2024-10-18T22:56:34Z
@AryaBaduga,"Anak anak jam sekarang juga bingung pada gak punya role model, panutan yg mengajarkan family value. Yg dilihat anak anak jaman sekarang, youtuber youtuber yg pada gak peduli efek dan dampak jangka panjangnya, yang penting viral biarpun kontennya gak bermutu.",2024-10-18T22:52:44Z
@JURNAL_AKAR_23,"Anak SMK terutama sangat lambat resposifnya dalam menulis, membaca dan menganalisa bahkan tulisan sangat aneh tapi nilai akademik diatas 8 , dan ini saya teliti beberapa tahun bab ini sangat miris penurunan daya pikir daya tangkapnya",2024-10-18T22:44:29Z
@wakwawhaha7708,Enak jadi Anggota Gojek 😅 gk siiii,2024-10-18T22:43:38Z
@satria-n9m,"bang, mau gak bang jadi mentri pendidikan?",2024-10-18T22:38:47Z
@masmicil7924,Dikira otak kita sudah setara eropa ha ha ha  UN ditiadakan. <br>Orang indonesia masih lebih banyak yang dicambuk baru mau jalan,2024-10-18T22:02:46Z
@dslstnt,"anying napa yak... angkatan millenial kebawah tuh internet susah lho, mau belajar aja harus nyari buku bekas di pasar loak.<br>Tapi kenapa  generasi sekarang goblok-goblok banget, ya, padahal mereka sendiri yang ngaku klo &quot;nggak semuanya harus baca buku, sekarang semua ada di internet&quot;.<br><br>emang pada males aja, anjing... gausah bawa-bawa teknologi, bangsat, klo lo ga bisa make&#39;nya.",2024-10-18T21:42:36Z
@watububangedanganak9099,Memang ini mentri nggak becus pilihan mulyono buat anak bodoh tambah banyak dan anak pinter jadi terlantar😢,2024-10-18T21:42:27Z
@watububangedanganak9099,INI MENTERI SURUH BALIK KE HABITATNYA SAJA NGURUS OJOL 😂😂😂,2024-10-18T21:39:07Z
@Kisah_inspiratif95,"Menurut saya sendiri masalahnya saat ada tes atau ujian itu soal tugasnya dari pihak sekolah masing2 dulu kan tugas2nya langsung dari kabupaten dan jawaban tiap tugas itu di rahasiakan, tapi semenjak tugas tes/ujian dari pihak sekolah tentu saja jawabannya banyak yg di bocorkan supaya sekolahnya mendapatkan prestasi dan pringkat. Yg ke dua itu sekarang murid2 banyak yg susah di atur maunya bebas terus dan guru sekarang kehilangan taringnya jika seorang guru menunjukkan taringnya maka banyak ortu yg tidak terima jika anaknya di bentak2 dan akhirnya jadi kasus",2024-10-18T21:27:35Z
@karmudinkaran3716,Tolong.... <br>Tolong.... <br>Tolong... <br>Pak Prabowo ganti kurikulum merdeka🙏🙏🙏🙏🙏🙏🙏🙏🙏,2024-10-18T21:23:21Z
@ehmega9990,FAKTA BUKAN AUTA. KEBENARAN BUKAN KEPALSUAN. REALITI BUKAN FANTASI.ITULAH SEBUAH HAKIKAT YANG HARUS DITERIMA..,2024-10-18T21:14:00Z
@darwanoenly,Bayangan anak SMA masih ada yg membaca mengeja. Perkalian sederhana saja gak bisa  😭😭,2024-10-18T21:02:10Z
@LLLLlll__0000,"Bisa ngga sih bang, orang bodoh itu diem aja, udah kosong, banyak omong, salah lagi, sekali keluar omongan fitnah lagi",2024-10-18T20:08:17Z
@vivimeylin763,Buatlah berinovasi dengan berbarengan waktu dan mengikuti jaman. Bisa siswa inovasi dan motivasi di lingkungan sekolah dan ramah anak tanpa kekerasan dan pelecehan Seksual di sekolah.,2024-10-18T19:56:59Z
@alrasyid5378,"Anak SMA GK bisa baca,bahasa halusnya ya , seperti satu kata indah dari Rocky Gerung",2024-10-18T19:40:45Z
@KaphiSwastamita,Dan gaji guru bener... apresiasi butuh bukan orasi inovasi tuk negeri,2024-10-18T19:30:50Z
@ahmadlubaid9725,"Bang, saya pernah kerja di sekolah, dan disana mereka ( Guru ) kebanyakan pada lebih mikirin nilai sekolahnya sendiri dan jabatan mereka dari pada kewajiban mendidik siswa. <br>Contoh, mereka sering  &quot;sedikit nakal&quot; dengan melakukan nilai palsu dari siswa tersebut supaya siswa terlihat mampu berpikir oleh orang tuanya dan mereka (Guru) bisa mempunyai laporan bagus kepada pengawas.<br>Itupun tidak semua guru mampu mengerjakan laporan tersebut sendiri, dalam artian &quot;mereka menyewa orang untuk mengerjakannya&quot;<br>Padahal Bang, sumpah demi apapun para siswa masih kekurangan dalam hal apapun seperti di awal video Abang.<br>Apa mingkin gara2 kurikulum 13, atau memang dalam memilih guru Indonesia kurang selektif?<br>Btw setelah hampir 4thn bekerja dan saya sedikit banyak tau, saya resign dari sekolah tersebut dan memutuskan untuk tidak ikut campur lagi dalam dunia pendidikan, saya terlalu takut bang. Terimakasih",2024-10-18T18:54:53Z
@VictoriaJeffrey,"Tercapai tujuan menjadikan rakyat +62 semakin dungu supaya negara semakin korup, ga bs berpikir kritis, ga bs maju dan IQ nya semakin merata, rata di 78. Semoga bermanfaat buat negara. Terima kasih Mulyono.",2024-10-18T18:48:21Z
@benmezd,"Jauhkan ceo,miliyader, triliuner dari kursi pemerintahan!!!!",2024-10-18T18:44:05Z
@KenKen-xu2kb,Kurikulum pesantren Gontor bagus bgt itu .. ngapain jauh jauh niru finlandia 👍,2024-10-18T18:39:50Z
@exthoop5755,"kenapa Yah Org&quot; kek Ferry ga jdi mentri aja ,😩 harusnya pemikiran sperti ini yg pantas jdi mentri bukan NADIEM",2024-10-18T18:26:09Z
@hariadisihono735,"karena menterinya komersil, mikirnya komersil teruuuussss",2024-10-18T18:26:08Z
@pakdendeso,"Saya guru dan saya bersyukur, berterimakasih, alhamdullilah, menteri pendidikan diganti",2024-10-18T18:22:40Z
@damnilovewestpapua,Udah gak percaya ke negara ini......semoga bubar saja rusak rusak sekalian.....dah muak percuma,2024-10-18T18:20:28Z
@qinaradesta71,Sruh pd jdi gojek aza... Smua..ma yg dlu mentri nya,2024-10-18T18:07:44Z
@munasihmuna7491,"Nadim tdk becus mengolah pendidikan,bahkan mempersulit kesejahteraan guru yg tugasnya di swasta dan menimbulkan banyak biaya bagi para org tua wali",2024-10-18T17:49:59Z
@novi6229,"•	Saya tertarik sekali dengan riset yang anda lakukan selama 5 tahun mulai 2019 – 2024, mengamati sekolah-sekolah di berbagai penjuru Indonesia. <br>•	Saat di Malang, mampir di sekolah mana saja, Bang?<br>•	Tahukah anda, bahwa ada di suatu masa di Indonesia, mulai 1970an sampai 1985, pendidikan dasar dan menengah Indonesia sangat maju dan jadi contoh untuk negara-negara ASEAN, setidaknya, Malaysia? Setidaknya ada 8 sekolah contoh di Indonesia saat itu.<br>•	Tahukah anda, saat itu, tahun 70-80an, kepala sekolah kami sering diundang sebagai konsultan pendidikan di Malaysia?<br>•	Tahukah anda, bahwa salah satu sekolah tersebut ada di Malang? Saya salah satu alumnusnya.<br>•	Tahukah anda, bahwa di sekolah kami di Malang saat itu, pendidikan dasar (SD) hanya 8 tahun saja? Bukan 9 tahun seperti lazimnya? (tanya: berapa duit bisa dihemat oleh negara, ya?)<br>•	Tahukah anda, bahwa saat itu sekolah kami jadi proyek percontohan nasional?<br>•	Tahukah anda, bahwa kami alumni sekolah tersebut tidak memiliki ijazah SMP? Jadi lulus SD langsung ke SMA?<br>•	Tahukah anda, bahwa di sekolah kami, murid bisa naik kelas sewaktu-waktu tanpa menunggu temannya sekelas untuk naik kelas bersama-sama di tahun ajaran baru? Begitu juga sebaliknya, bila ada murid belum mampu naik kelas, bahkan tidak ingin naik kelas, murid ybs dengan tanpa beban tetap tinggal kelas, tidak ikut naik kelas bersama teman lainnya. Murid merdeka menentukan kecepatan belajarnya.<br>•	Tahukah anda, bahwa kurikulum di sekolah kami tidak berisi mata pelajaran sebanyak anak-anak jaman ini. Saat itu, jarang sekali ada jam pelajaran sampai sore hari.<br>•	Tahukah anda, bahwa tidak saja saat di SD murid bisa naik kelas sewaktu-waktu, di SMA kami pun murid, bila mampu, bisa cukup 2 tahun saja sekolahnya?<br>•	Tahukah anda, bagaimana prestasi unggul lulusan sekolah kami di Malang ini? Saat ini ada yg menjabat sebagai sekjen lembaga perlindungan saksi dan korban, ada yang mantan pejabat tinggi di Perum Jasa Tirta, ada yang mantan ketua Ikatan Ahli Geologi Indonesia, ada yang mantan pejabat di BPPT, ada yang guru besar farmasi di universitas di Bandung, ada yang mantan pejabat tinggi di LEN, dan banyak lagi. Tapi, setahu saya, tidak ada teman saya yang berkiprah di partai politik.<br>•	Tahukah anda nama sekolah itu? Nama sekolah itu adalah: SD Laboratorium 8 tahun IKIP Malang, yang kemudian berubah menjadi SD Proyek Perintis Sekolah Pembangunan (PPSP) IKIP Malang, dan SMA-nya bernama SMA PPSP IKIP Malang. Ini bukan sekolah milik swasta, tapi ini sekolah negeri yang dibiayai pemerintah.<br>•	Anda ingin tahu cerita lebih banyak? Undang saya di podcast anda, dan semoga cerita saya bisa memperkaya wawasan anda untuk Malaka Project anda.<br><br>Salam dari Malang,<br>Novi Prihananto<br>novi6229@<a href=""http://gmail.com/"">gmail.com</a>",2024-10-18T17:43:45Z
